,round,player,response,opponent,action_opponent,payoff,time_php,rt,session,game,strategy
10486,16,s9n3_usuario13,0,['s9n3_usuario10'],1,4,1319.20003891,-1.298,s9n3,fix,01
10487,16,s9n3_usuario10,1,['s9n3_usuario13'],0,0,2321.09999657,2.295,s9n3,fix,10
10488,17,s9n3_usuario14,1,['s9n3_usuario8'],1,3,3156.69989586,3.13,s9n3,fix,11
10489,17,s9n3_usuario8,1,['s9n3_usuario14'],1,3,927.299976349,0.913,s9n3,fix,11
10490,17,s9n3_usuario6,0,['s9n3_usuario12'],0,1,1059.40008163,-1.031,s9n3,fix,00
10491,17,s9n3_usuario12,0,['s9n3_usuario6'],0,1,4430.29999733,-4.405,s9n3,fix,00
10492,17,s9n3_usuario7,1,['s9n3_usuario4'],1,3,2087.80002594,2.067,s9n3,fix,11
10493,17,s9n3_usuario4,1,['s9n3_usuario7'],1,3,3685.40000916,3.669,s9n3,fix,11
10494,17,s9n3_usuario3,1,['s9n3_usuario2'],1,3,1551.7001152,1.527,s9n3,fix,11
10495,17,s9n3_usuario2,1,['s9n3_usuario3'],1,3,5354.20012474,5.328,s9n3,fix,11
10496,17,s9n3_usuario9,0,['s9n3_usuario11'],0,1,2381.99996948,-2.357,s9n3,fix,00
10497,17,s9n3_usuario11,0,['s9n3_usuario9'],0,1,1452.79979706,-1.425,s9n3,fix,00
10498,17,s9n3_usuario16,0,['s9n3_usuario15'],0,1,1021.39997482,-0.995,s9n3,fix,00
10499,17,s9n3_usuario15,0,['s9n3_usuario16'],0,1,4249.30000305,-4.222,s9n3,fix,00
10500,17,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2754.99987602,-2.733,s9n3,fix,00
10501,17,s9n3_usuario1,0,['s9n3_usuario18'],0,1,4290.89999199,-4.266,s9n3,fix,00
10502,17,s9n3_usuario17,1,['s9n3_usuario5'],1,3,2422.19996452,2.402,s9n3,fix,11
10503,17,s9n3_usuario5,1,['s9n3_usuario17'],1,3,5503.60012054,5.478,s9n3,fix,11
10504,17,s9n3_usuario13,1,['s9n3_usuario10'],0,0,5625.09989738,5.598,s9n3,fix,10
10505,17,s9n3_usuario10,0,['s9n3_usuario13'],1,4,1211.69996262,-1.186,s9n3,fix,01
10506,18,s9n3_usuario14,0,['s9n3_usuario8'],0,1,2690.29998779,-2.668,s9n3,fix,00
10507,18,s9n3_usuario8,0,['s9n3_usuario14'],0,1,2832.49998093,-2.805,s9n3,fix,00
10508,18,s9n3_usuario6,0,['s9n3_usuario12'],0,1,1144.79994774,-1.116,s9n3,fix,00
10509,18,s9n3_usuario12,0,['s9n3_usuario6'],0,1,3202.19993591,-3.182,s9n3,fix,00
10510,18,s9n3_usuario7,1,['s9n3_usuario4'],1,3,2414.89982605,2.402,s9n3,fix,11
10511,18,s9n3_usuario4,1,['s9n3_usuario7'],1,3,5814.20016289,5.784,s9n3,fix,11
10512,18,s9n3_usuario3,1,['s9n3_usuario2'],1,3,1675.1999855000001,1.653,s9n3,fix,11
10513,18,s9n3_usuario2,1,['s9n3_usuario3'],1,3,6805.29999733,6.773,s9n3,fix,11
10514,18,s9n3_usuario9,0,['s9n3_usuario11'],0,1,2975.89993477,-2.948,s9n3,fix,00
10515,18,s9n3_usuario11,0,['s9n3_usuario9'],0,1,1587.10002899,-1.572,s9n3,fix,00
10516,18,s9n3_usuario16,0,['s9n3_usuario15'],0,1,809.700012207,-0.787,s9n3,fix,00
10517,18,s9n3_usuario15,0,['s9n3_usuario16'],0,1,2457.09991455,-2.436,s9n3,fix,00
10518,18,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2754.29987907,-2.734,s9n3,fix,00
10519,18,s9n3_usuario1,0,['s9n3_usuario18'],0,1,2537.10007668,-2.512,s9n3,fix,00
10520,18,s9n3_usuario17,1,['s9n3_usuario5'],0,0,3426.5999794,3.401,s9n3,fix,10
10521,18,s9n3_usuario5,0,['s9n3_usuario17'],1,4,4402.99987793,-4.379,s9n3,fix,01
10522,18,s9n3_usuario13,0,['s9n3_usuario10'],0,1,2720.99995613,-2.703,s9n3,fix,00
10523,18,s9n3_usuario10,0,['s9n3_usuario13'],0,1,4977.09989548,-4.953,s9n3,fix,00
10524,19,s9n3_usuario14,1,['s9n3_usuario8'],1,3,3863.79981041,3.848,s9n3,fix,11
10525,19,s9n3_usuario8,1,['s9n3_usuario14'],1,3,1247.90000916,1.223,s9n3,fix,11
10526,19,s9n3_usuario6,0,['s9n3_usuario12'],1,4,1549.49998856,-1.528,s9n3,fix,01
10527,19,s9n3_usuario12,1,['s9n3_usuario6'],0,0,7125.90003014,7.102,s9n3,fix,10
10528,19,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1566.20001793,1.543,s9n3,fix,11
10529,19,s9n3_usuario4,1,['s9n3_usuario7'],1,3,4378.60012054,4.355,s9n3,fix,11
10530,19,s9n3_usuario3,1,['s9n3_usuario2'],0,0,1541.70012474,1.522,s9n3,fix,10
10531,19,s9n3_usuario2,0,['s9n3_usuario3'],1,4,8837.49985695,-8.816,s9n3,fix,01
10532,19,s9n3_usuario9,1,['s9n3_usuario11'],0,0,5626.80006027,5.599,s9n3,fix,10
10533,19,s9n3_usuario11,0,['s9n3_usuario9'],1,4,1788.19990158,-1.767,s9n3,fix,01
10534,19,s9n3_usuario16,1,['s9n3_usuario15'],0,0,5082.99994469,5.054,s9n3,fix,10
10535,19,s9n3_usuario15,0,['s9n3_usuario16'],1,4,1290.19999504,-1.267,s9n3,fix,01
10536,19,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2522.20010757,-2.485,s9n3,fix,00
10537,19,s9n3_usuario1,0,['s9n3_usuario18'],0,1,1830.39999008,-1.806,s9n3,fix,00
10538,19,s9n3_usuario17,1,['s9n3_usuario5'],0,0,1810.10007858,1.79,s9n3,fix,10
10539,19,s9n3_usuario5,0,['s9n3_usuario17'],1,4,5008.69989395,-4.981,s9n3,fix,01
10540,19,s9n3_usuario13,0,['s9n3_usuario10'],0,1,1168.29991341,-1.146,s9n3,fix,00
10541,19,s9n3_usuario10,0,['s9n3_usuario13'],0,1,4963.70005608,-4.937,s9n3,fix,00
10542,20,s9n3_usuario14,0,['s9n3_usuario8'],1,4,3591.89987183,-3.569,s9n3,fix,01
10543,20,s9n3_usuario8,1,['s9n3_usuario14'],0,0,1523.2000351,1.502,s9n3,fix,10
10544,20,s9n3_usuario6,0,['s9n3_usuario12'],1,4,995.399951935,-0.976,s9n3,fix,01
10545,20,s9n3_usuario12,1,['s9n3_usuario6'],0,0,2629.80008125,2.614,s9n3,fix,10
10546,20,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1669.10004616,1.649,s9n3,fix,11
10547,20,s9n3_usuario4,1,['s9n3_usuario7'],1,3,4805.00006676,4.788,s9n3,fix,11
10548,20,s9n3_usuario3,0,['s9n3_usuario2'],0,1,1572.89981842,-1.551,s9n3,fix,00
10549,20,s9n3_usuario2,0,['s9n3_usuario3'],0,1,5905.40003777,-5.878,s9n3,fix,00
10550,20,s9n3_usuario9,0,['s9n3_usuario11'],0,1,1802.50000954,-1.787,s9n3,fix,00
10551,20,s9n3_usuario11,0,['s9n3_usuario9'],0,1,3203.799963,-3.177,s9n3,fix,00
10552,20,s9n3_usuario16,0,['s9n3_usuario15'],0,1,2377.79998779,-2.357,s9n3,fix,00
10553,20,s9n3_usuario15,0,['s9n3_usuario16'],0,1,2005.40018082,-1.958,s9n3,fix,00
10554,20,s9n3_usuario18,0,['s9n3_usuario1'],0,1,1728.10006142,-1.712,s9n3,fix,00
10555,20,s9n3_usuario1,0,['s9n3_usuario18'],0,1,3749.30000305,-3.733,s9n3,fix,00
10556,20,s9n3_usuario17,1,['s9n3_usuario5'],1,3,2712.80002594,2.698,s9n3,fix,11
10557,20,s9n3_usuario5,1,['s9n3_usuario17'],1,3,6997.20001221,6.971,s9n3,fix,11
10558,20,s9n3_usuario13,0,['s9n3_usuario10'],0,1,1249.30000305,-1.231,s9n3,fix,00
10559,20,s9n3_usuario10,0,['s9n3_usuario13'],0,1,2836.00020409,-2.819,s9n3,fix,00
10560,21,s9n3_usuario14,1,['s9n3_usuario8'],0,0,7504.30011749,7.484,s9n3,fix,10
10561,21,s9n3_usuario8,0,['s9n3_usuario14'],1,4,2562.3998641999997,-2.538,s9n3,fix,01
10562,21,s9n3_usuario6,0,['s9n3_usuario12'],0,1,857.599973679,-0.834,s9n3,fix,00
10563,21,s9n3_usuario12,0,['s9n3_usuario6'],0,1,4013.90004158,-3.99,s9n3,fix,00
10564,21,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1799.40009117,1.769,s9n3,fix,11
10565,21,s9n3_usuario4,1,['s9n3_usuario7'],1,3,2470.59988976,2.45,s9n3,fix,11
10566,21,s9n3_usuario3,0,['s9n3_usuario2'],1,4,850.299835205,-0.825,s9n3,fix,01
10567,21,s9n3_usuario2,1,['s9n3_usuario3'],0,0,7244.80009079,7.217,s9n3,fix,10
10568,21,s9n3_usuario9,0,['s9n3_usuario11'],1,4,5743.90006065,-5.716,s9n3,fix,01
10569,21,s9n3_usuario11,1,['s9n3_usuario9'],0,0,2761.10005379,2.745,s9n3,fix,10
10570,21,s9n3_usuario16,1,['s9n3_usuario15'],0,0,1848.60014915,1.827,s9n3,fix,10
10571,21,s9n3_usuario15,0,['s9n3_usuario16'],1,4,1014.8999690999999,-0.992,s9n3,fix,01
10572,21,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2187.40010262,-2.17,s9n3,fix,00
10573,21,s9n3_usuario1,0,['s9n3_usuario18'],0,1,2046.00000381,-2.024,s9n3,fix,00
10574,21,s9n3_usuario17,1,['s9n3_usuario5'],1,3,5470.49999237,5.445,s9n3,fix,11
10575,21,s9n3_usuario5,1,['s9n3_usuario17'],1,3,2135.69998741,2.119,s9n3,fix,11
10576,21,s9n3_usuario13,0,['s9n3_usuario10'],1,4,746.199846268,-0.724,s9n3,fix,01
10577,21,s9n3_usuario10,1,['s9n3_usuario13'],0,0,1672.80006409,1.657,s9n3,fix,10
10578,22,s9n3_usuario14,0,['s9n3_usuario8'],0,1,1774.49989319,-1.749,s9n3,fix,00
10579,22,s9n3_usuario8,0,['s9n3_usuario14'],0,1,793.2999134060001,-0.768,s9n3,fix,00
10580,22,s9n3_usuario6,0,['s9n3_usuario12'],0,1,912.0001792910001,-0.888,s9n3,fix,00
10581,22,s9n3_usuario12,0,['s9n3_usuario6'],0,1,2626.09982491,-2.61,s9n3,fix,00
10582,22,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1661.40007973,1.639,s9n3,fix,11
10583,22,s9n3_usuario4,1,['s9n3_usuario7'],1,3,2524.30009842,2.497,s9n3,fix,11
10584,22,s9n3_usuario3,0,['s9n3_usuario2'],0,1,724.2000102999999,-0.706,s9n3,fix,00
10585,22,s9n3_usuario2,0,['s9n3_usuario3'],0,1,3189.39995766,-3.164,s9n3,fix,00
10586,22,s9n3_usuario9,0,['s9n3_usuario11'],1,4,3413.89989853,-3.386,s9n3,fix,01
10587,22,s9n3_usuario11,1,['s9n3_usuario9'],0,0,1851.00007057,1.827,s9n3,fix,10
10588,22,s9n3_usuario16,1,['s9n3_usuario15'],0,0,3653.00011635,3.625,s9n3,fix,10
10589,22,s9n3_usuario15,0,['s9n3_usuario16'],1,4,1416.50009155,-1.39,s9n3,fix,01
10590,22,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2158.99991989,-2.132,s9n3,fix,00
10591,22,s9n3_usuario1,0,['s9n3_usuario18'],0,1,9857.50007629,-9.839,s9n3,fix,00
10592,22,s9n3_usuario17,1,['s9n3_usuario5'],0,0,2637.00008392,2.609,s9n3,fix,10
10593,22,s9n3_usuario5,0,['s9n3_usuario17'],1,4,1181.40006065,-1.163,s9n3,fix,01
10594,22,s9n3_usuario13,0,['s9n3_usuario10'],1,4,2453.00006866,-2.427,s9n3,fix,01
10595,22,s9n3_usuario10,1,['s9n3_usuario13'],0,0,3684.70001221,3.664,s9n3,fix,10
10596,23,s9n3_usuario14,1,['s9n3_usuario8'],1,3,2391.00003242,2.37,s9n3,fix,11
10597,23,s9n3_usuario8,1,['s9n3_usuario14'],1,3,1286.09991074,1.272,s9n3,fix,11
10598,23,s9n3_usuario6,0,['s9n3_usuario12'],0,1,933.899879456,-0.919,s9n3,fix,00
10599,23,s9n3_usuario12,0,['s9n3_usuario6'],0,1,2976.00007057,-2.956,s9n3,fix,00
10600,23,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1883.80002975,1.867,s9n3,fix,11
10601,23,s9n3_usuario4,1,['s9n3_usuario7'],1,3,8443.09997559,8.414,s9n3,fix,11
10602,23,s9n3_usuario3,0,['s9n3_usuario2'],1,4,738.399982452,-0.721,s9n3,fix,01
10603,23,s9n3_usuario2,1,['s9n3_usuario3'],0,0,7528.10001373,7.5,s9n3,fix,10
10604,23,s9n3_usuario9,1,['s9n3_usuario11'],0,0,6534.69991684,6.516,s9n3,fix,10
10605,23,s9n3_usuario11,0,['s9n3_usuario9'],1,4,5127.39992142,-5.096,s9n3,fix,01
10606,23,s9n3_usuario16,0,['s9n3_usuario15'],1,4,2132.60006905,-2.114,s9n3,fix,01
10607,23,s9n3_usuario15,1,['s9n3_usuario16'],0,0,1358.99996758,1.332,s9n3,fix,10
10608,23,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2942.80004501,-2.926,s9n3,fix,00
10609,23,s9n3_usuario1,0,['s9n3_usuario18'],0,1,4908.59985352,-4.885,s9n3,fix,00
10610,23,s9n3_usuario17,1,['s9n3_usuario5'],1,3,2358.40010643,2.336,s9n3,fix,11
10611,23,s9n3_usuario5,1,['s9n3_usuario17'],1,3,3450.50001144,3.431,s9n3,fix,11
10612,23,s9n3_usuario13,1,['s9n3_usuario10'],0,0,2865.99993706,2.841,s9n3,fix,10
10613,23,s9n3_usuario10,0,['s9n3_usuario13'],1,4,6047.69992828,-6.023,s9n3,fix,01
10614,24,s9n3_usuario14,1,['s9n3_usuario8'],1,3,1861.09995842,1.846,s9n3,fix,11
10615,24,s9n3_usuario8,1,['s9n3_usuario14'],1,3,4279.59990501,4.251,s9n3,fix,11
10616,24,s9n3_usuario6,0,['s9n3_usuario12'],0,1,879.899978638,-0.857,s9n3,fix,00
10617,24,s9n3_usuario12,0,['s9n3_usuario6'],0,1,4071.19989395,-4.058,s9n3,fix,00
10618,24,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1573.99988174,1.556,s9n3,fix,11
10619,24,s9n3_usuario4,1,['s9n3_usuario7'],1,3,3994.79985237,3.967,s9n3,fix,11
10620,24,s9n3_usuario3,1,['s9n3_usuario2'],0,0,2276.90005302,2.247,s9n3,fix,10
10621,24,s9n3_usuario2,0,['s9n3_usuario3'],1,4,4510.39981842,-4.491,s9n3,fix,01
10622,24,s9n3_usuario9,0,['s9n3_usuario11'],0,1,1457.00001717,-1.429,s9n3,fix,00
10623,24,s9n3_usuario11,0,['s9n3_usuario9'],0,1,2054.30006981,-2.035,s9n3,fix,00
10624,24,s9n3_usuario16,1,['s9n3_usuario15'],0,0,2228.3000945999997,2.201,s9n3,fix,10
10625,24,s9n3_usuario15,0,['s9n3_usuario16'],1,4,1037.89997101,-1.023,s9n3,fix,01
10626,24,s9n3_usuario18,0,['s9n3_usuario1'],0,1,1838.4001254999998,-1.825,s9n3,fix,00
10627,24,s9n3_usuario1,0,['s9n3_usuario18'],0,1,3775.60019493,-3.755,s9n3,fix,00
10628,24,s9n3_usuario17,1,['s9n3_usuario5'],0,0,2649.89995956,2.622,s9n3,fix,10
10629,24,s9n3_usuario5,0,['s9n3_usuario17'],1,4,1321.59996033,-1.299,s9n3,fix,01
10630,24,s9n3_usuario13,1,['s9n3_usuario10'],0,0,3003.70001793,2.978,s9n3,fix,10
10631,24,s9n3_usuario10,0,['s9n3_usuario13'],1,4,4152.3001194,-4.135,s9n3,fix,01
10632,25,s9n3_usuario14,0,['s9n3_usuario8'],1,4,2776.29995346,-2.755,s9n3,fix,01
10633,25,s9n3_usuario8,1,['s9n3_usuario14'],0,0,2382.20000267,2.366,s9n3,fix,10
10634,25,s9n3_usuario6,0,['s9n3_usuario12'],0,1,729.89988327,-0.712,s9n3,fix,00
10635,25,s9n3_usuario12,0,['s9n3_usuario6'],0,1,3544.10004616,-3.521,s9n3,fix,00
10636,25,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1462.50009537,1.437,s9n3,fix,11
10637,25,s9n3_usuario4,1,['s9n3_usuario7'],1,3,3089.8001194000003,3.062,s9n3,fix,11
10638,25,s9n3_usuario3,1,['s9n3_usuario2'],0,0,2956.3999175999998,2.933,s9n3,fix,10
10639,25,s9n3_usuario2,0,['s9n3_usuario3'],1,4,4746.79994583,-4.715,s9n3,fix,01
10640,25,s9n3_usuario9,0,['s9n3_usuario11'],0,1,1003.40008736,-0.979,s9n3,fix,00
10641,25,s9n3_usuario11,0,['s9n3_usuario9'],0,1,1835.60013771,-1.812,s9n3,fix,00
10642,25,s9n3_usuario16,1,['s9n3_usuario15'],0,0,1672.89996147,1.652,s9n3,fix,10
10643,25,s9n3_usuario15,0,['s9n3_usuario16'],1,4,1057.00016022,-1.033,s9n3,fix,01
10644,25,s9n3_usuario18,0,['s9n3_usuario1'],0,1,1943.30000877,-1.922,s9n3,fix,00
10645,25,s9n3_usuario1,0,['s9n3_usuario18'],0,1,7523.89979362,-7.497,s9n3,fix,00
10646,25,s9n3_usuario17,1,['s9n3_usuario5'],0,0,3433.59994888,3.41,s9n3,fix,10
10647,25,s9n3_usuario5,0,['s9n3_usuario17'],1,4,4131.70003891,-4.094,s9n3,fix,01
10648,25,s9n3_usuario13,0,['s9n3_usuario10'],0,1,1086.49992943,-1.071,s9n3,fix,00
10649,25,s9n3_usuario10,0,['s9n3_usuario13'],0,1,4988.89994621,-4.962,s9n3,fix,00
10650,26,s9n3_usuario14,0,['s9n3_usuario8'],0,1,4022.40014076,-4.005,s9n3,fix,00
10651,26,s9n3_usuario8,0,['s9n3_usuario14'],0,1,2081.3999175999998,-2.054,s9n3,fix,00
10652,26,s9n3_usuario6,0,['s9n3_usuario12'],0,1,824.200153351,-0.805,s9n3,fix,00
10653,26,s9n3_usuario12,0,['s9n3_usuario6'],0,1,2181.10013008,-2.158,s9n3,fix,00
10654,26,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1607.70010948,1.59,s9n3,fix,11
10655,26,s9n3_usuario4,1,['s9n3_usuario7'],1,3,1639.19997215,1.615,s9n3,fix,11
10656,26,s9n3_usuario3,1,['s9n3_usuario2'],0,0,1902.10008621,1.88,s9n3,fix,10
10657,26,s9n3_usuario2,0,['s9n3_usuario3'],1,4,4631.70003891,-4.618,s9n3,fix,01
10658,26,s9n3_usuario9,0,['s9n3_usuario11'],0,1,2339.79988098,-2.326,s9n3,fix,00
10659,26,s9n3_usuario11,0,['s9n3_usuario9'],0,1,1815.00005722,-1.786,s9n3,fix,00
10660,26,s9n3_usuario16,1,['s9n3_usuario15'],0,0,1368.99995804,1.351,s9n3,fix,10
10661,26,s9n3_usuario15,0,['s9n3_usuario16'],1,4,770.000219345,-0.741,s9n3,fix,01
10662,26,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2216.30001068,-2.194,s9n3,fix,00
10663,26,s9n3_usuario1,0,['s9n3_usuario18'],0,1,14124.4001389,-14.103,s9n3,fix,00
10664,26,s9n3_usuario17,1,['s9n3_usuario5'],0,0,1712.10002899,1.691,s9n3,fix,10
10665,26,s9n3_usuario5,0,['s9n3_usuario17'],1,4,4629.89997864,-4.601,s9n3,fix,01
10666,26,s9n3_usuario13,0,['s9n3_usuario10'],0,1,1063.40003014,-1.039,s9n3,fix,00
10667,26,s9n3_usuario10,0,['s9n3_usuario13'],0,1,1813.69996071,-1.799,s9n3,fix,00
10668,27,s9n3_usuario14,0,['s9n3_usuario8'],0,1,3671.19979858,-3.646,s9n3,fix,00
10669,27,s9n3_usuario8,0,['s9n3_usuario14'],0,1,1262.90011406,-1.237,s9n3,fix,00
10670,27,s9n3_usuario6,0,['s9n3_usuario12'],0,1,809.5998764039999,-0.78,s9n3,fix,00
10671,27,s9n3_usuario12,0,['s9n3_usuario6'],0,1,2510.60009003,-2.495,s9n3,fix,00
10672,27,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1727.29992867,1.7,s9n3,fix,11
10673,27,s9n3_usuario4,1,['s9n3_usuario7'],1,3,4266.79992676,4.242,s9n3,fix,11
10674,27,s9n3_usuario3,0,['s9n3_usuario2'],0,1,1836.79986,-1.819,s9n3,fix,00
10675,27,s9n3_usuario2,0,['s9n3_usuario3'],0,1,6075.00004768,-6.053,s9n3,fix,00
10676,27,s9n3_usuario9,0,['s9n3_usuario11'],0,1,5671.40007019,-5.643,s9n3,fix,00
10677,27,s9n3_usuario11,0,['s9n3_usuario9'],0,1,2018.49985123,-1.989,s9n3,fix,00
10678,27,s9n3_usuario16,1,['s9n3_usuario15'],0,0,1446.29979134,1.425,s9n3,fix,10
10679,27,s9n3_usuario15,0,['s9n3_usuario16'],1,4,989.199876785,-0.969,s9n3,fix,01
10680,27,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2034.80005264,-2.014,s9n3,fix,00
10681,27,s9n3_usuario1,0,['s9n3_usuario18'],0,1,8838.2999897,-8.814,s9n3,fix,00
10682,27,s9n3_usuario17,1,['s9n3_usuario5'],1,3,2014.60003853,1.99,s9n3,fix,11
10683,27,s9n3_usuario5,1,['s9n3_usuario17'],1,3,7946.30002975,7.894,s9n3,fix,11
10684,27,s9n3_usuario13,0,['s9n3_usuario10'],0,1,933.49981308,-0.906,s9n3,fix,00
10686,28,s9n3_usuario14,1,['s9n3_usuario8'],1,3,1238.50011826,1.214,s9n3,fix,11
10687,28,s9n3_usuario8,1,['s9n3_usuario14'],1,3,2120.39995193,2.096,s9n3,fix,11
10688,28,s9n3_usuario6,0,['s9n3_usuario12'],0,1,1136.39998436,-1.113,s9n3,fix,00
10689,28,s9n3_usuario12,0,['s9n3_usuario6'],0,1,3871.39987946,-3.846,s9n3,fix,00
10690,28,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1553.20000648,1.529,s9n3,fix,11
10691,28,s9n3_usuario4,1,['s9n3_usuario7'],1,3,2503.79991531,2.477,s9n3,fix,11
10692,28,s9n3_usuario3,0,['s9n3_usuario2'],0,1,1336.19999886,-1.308,s9n3,fix,00
10693,28,s9n3_usuario2,0,['s9n3_usuario3'],0,1,6779.29997444,-6.751,s9n3,fix,00
10694,28,s9n3_usuario9,0,['s9n3_usuario11'],1,4,5893.19992065,-5.835,s9n3,fix,01
10695,28,s9n3_usuario11,1,['s9n3_usuario9'],0,0,4624.09996986,4.576,s9n3,fix,10
10696,28,s9n3_usuario16,0,['s9n3_usuario15'],0,1,1714.6999836,-1.699,s9n3,fix,00
10697,28,s9n3_usuario15,0,['s9n3_usuario16'],0,1,1230.10015488,-1.214,s9n3,fix,00
10698,28,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2141.70002937,-2.121,s9n3,fix,00
10699,28,s9n3_usuario1,0,['s9n3_usuario18'],0,1,3141.20006561,-3.116,s9n3,fix,00
10700,28,s9n3_usuario17,1,['s9n3_usuario5'],0,0,2102.79989243,2.081,s9n3,fix,10
10701,28,s9n3_usuario5,0,['s9n3_usuario17'],1,4,1717.70000458,-1.698,s9n3,fix,01
10702,28,s9n3_usuario13,0,['s9n3_usuario10'],0,1,976.599931717,-0.959,s9n3,fix,00
10703,28,s9n3_usuario10,0,['s9n3_usuario13'],0,1,8857.39994049,-8.83,s9n3,fix,00
10704,29,s9n3_usuario14,1,['s9n3_usuario8'],0,0,1861.99998856,1.845,s9n3,fix,10
10705,29,s9n3_usuario8,0,['s9n3_usuario14'],1,4,1324.70011711,-1.302,s9n3,fix,01
10706,29,s9n3_usuario6,1,['s9n3_usuario12'],0,0,2499.8998641999997,2.475,s9n3,fix,10
10707,29,s9n3_usuario12,0,['s9n3_usuario6'],1,4,4792.89984703,-4.77,s9n3,fix,01
10708,29,s9n3_usuario7,1,['s9n3_usuario4'],1,3,1543.59984398,1.523,s9n3,fix,11
10709,29,s9n3_usuario4,1,['s9n3_usuario7'],1,3,3073.69995117,3.058,s9n3,fix,11
10710,29,s9n3_usuario3,0,['s9n3_usuario2'],0,1,847.3999500269999,-0.822,s9n3,fix,00
10711,29,s9n3_usuario2,0,['s9n3_usuario3'],0,1,3587.39995956,-3.571,s9n3,fix,00
10712,29,s9n3_usuario9,0,['s9n3_usuario11'],0,1,6434.99994278,-6.411,s9n3,fix,00
10713,29,s9n3_usuario11,0,['s9n3_usuario9'],0,1,4631.40010834,-4.609,s9n3,fix,00
10714,29,s9n3_usuario16,0,['s9n3_usuario15'],0,1,1070.09983063,-1.051,s9n3,fix,00
10715,29,s9n3_usuario15,0,['s9n3_usuario16'],0,1,1048.89988899,-1.02,s9n3,fix,00
10716,29,s9n3_usuario18,0,['s9n3_usuario1'],0,1,1995.59998512,-1.974,s9n3,fix,00
10717,29,s9n3_usuario1,0,['s9n3_usuario18'],0,1,3908.20002556,-3.889,s9n3,fix,00
10718,29,s9n3_usuario17,1,['s9n3_usuario5'],0,0,2383.30006599,2.353,s9n3,fix,10
10719,29,s9n3_usuario5,0,['s9n3_usuario17'],1,4,4016.20006561,-4.0,s9n3,fix,01
10720,29,s9n3_usuario13,0,['s9n3_usuario10'],0,1,907.100200653,-0.886,s9n3,fix,00
10721,29,s9n3_usuario10,0,['s9n3_usuario13'],0,1,10280.600070999999,-10.254,s9n3,fix,00
10722,30,s9n3_usuario14,0,['s9n3_usuario8'],0,1,1649.09982681,-1.626,s9n3,fix,00
10723,30,s9n3_usuario8,0,['s9n3_usuario14'],0,1,4841.40014648,-4.814,s9n3,fix,00
10724,30,s9n3_usuario6,0,['s9n3_usuario12'],0,1,1266.09992981,-1.242,s9n3,fix,00
10725,30,s9n3_usuario12,0,['s9n3_usuario6'],0,1,4453.99999619,-4.431,s9n3,fix,00
10726,30,s9n3_usuario7,1,['s9n3_usuario4'],1,3,917.999982834,0.893,s9n3,fix,11
10727,30,s9n3_usuario4,1,['s9n3_usuario7'],1,3,2866.89996719,2.84,s9n3,fix,11
10728,30,s9n3_usuario3,0,['s9n3_usuario2'],1,4,1404.70004082,-1.376,s9n3,fix,01
10729,30,s9n3_usuario2,1,['s9n3_usuario3'],0,0,3697.39985466,3.679,s9n3,fix,10
10730,30,s9n3_usuario9,0,['s9n3_usuario11'],0,1,4350.89993477,-4.331,s9n3,fix,00
10731,30,s9n3_usuario11,0,['s9n3_usuario9'],0,1,2362.6999855,-2.336,s9n3,fix,00
10732,30,s9n3_usuario16,0,['s9n3_usuario15'],0,1,768.10002327,-0.748,s9n3,fix,00
10733,30,s9n3_usuario15,0,['s9n3_usuario16'],0,1,1070.60003281,-1.046,s9n3,fix,00
10734,30,s9n3_usuario18,0,['s9n3_usuario1'],0,1,2939.90015984,-2.924,s9n3,fix,00
10735,30,s9n3_usuario1,0,['s9n3_usuario18'],0,1,4570.19996643,-4.547,s9n3,fix,00
10736,30,s9n3_usuario17,1,['s9n3_usuario5'],0,0,2060.10007858,2.038,s9n3,fix,10
10737,30,s9n3_usuario5,0,['s9n3_usuario17'],1,4,3755.3999424000003,-3.733,s9n3,fix,01
10738,30,s9n3_usuario13,0,['s9n3_usuario10'],0,1,734.799861908,-0.707,s9n3,fix,00
10739,30,s9n3_usuario10,0,['s9n3_usuario13'],0,1,5700.29997826,-5.68,s9n3,fix,00
10740,31,s9n3_usuario14,1,['s9n3_usuario8'],1,3,3468.79982948,3.451,s9n3,fix,11
10741,31,s9n3_usuario8,1,['s9n3_usuario14'],1,3,1785.40015221,1.766,s9n3,fix,11
