,round,player,action_player,opponent,action_opponent,payoff,rt,session,treatment,actions,response,abs_time
15181,87,s13n12_usuario6,D,['s13n12_usuario8'],D,1,-1.019,s13n12,changing,DDD,0,1.019
15182,87,s13n12_usuario7,C,['s13n12_usuario13'],D,0,0.921,s13n12,changing,CCC,1,0.921
15183,87,s13n12_usuario8,D,['s13n12_usuario6'],D,1,-0.541,s13n12,changing,DDD,0,0.541
15184,87,s13n12_usuario9,C,['s13n12_usuario10'],D,0,0.725,s13n12,changing,CDC,1,0.725
15185,87,s13n12_usuario10,D,['s13n12_usuario9'],C,4,-1.469,s13n12,changing,CDD,0,1.469
15186,87,s13n12_usuario11,C,['s13n12_usuario4'],D,0,1.101,s13n12,changing,DDC,1,1.101
15187,87,s13n12_usuario12,D,['s13n12_usuario5'],D,1,-0.928,s13n12,changing,DDD,0,0.928
15188,87,s13n12_usuario13,D,['s13n12_usuario7'],C,4,-1.595,s13n12,changing,CCD,0,1.595
15189,87,s13n12_usuario14,D,['s13n12_usuario2'],D,1,-0.717,s13n12,changing,DDD,0,0.717
15190,87,s13n12_usuario15,D,['s13n12_usuario3'],D,1,-1.77,s13n12,changing,DCD,0,1.77
15191,87,s13n12_usuario16,D,['s13n12_usuario1'],D,1,-1.573,s13n12,changing,CDD,0,1.573
15192,88,s13n12_usuario1,D,['s13n12_usuario9'],D,1,-0.757,s13n12,changing,DDD,0,0.757
15193,88,s13n12_usuario2,D,['s13n12_usuario6'],D,1,-1.315,s13n12,changing,DDD,0,1.315
15194,88,s13n12_usuario3,D,['s13n12_usuario8'],D,1,-0.714,s13n12,changing,DDD,0,0.714
15195,88,s13n12_usuario4,D,['s13n12_usuario5'],D,1,-1.468,s13n12,changing,DCD,0,1.468
15196,88,s13n12_usuario5,D,['s13n12_usuario4'],D,1,-2.611,s13n12,changing,DDD,0,2.611
15197,88,s13n12_usuario6,D,['s13n12_usuario2'],D,1,-0.935,s13n12,changing,DDD,0,0.935
15198,88,s13n12_usuario7,C,['s13n12_usuario11'],C,3,0.803,s13n12,changing,CDC,1,0.803
15199,88,s13n12_usuario8,D,['s13n12_usuario3'],D,1,-0.626,s13n12,changing,DDD,0,0.626
15200,88,s13n12_usuario9,D,['s13n12_usuario1'],D,1,-1.32,s13n12,changing,CDD,0,1.32
15201,88,s13n12_usuario10,D,['s13n12_usuario12'],D,1,-1.414,s13n12,changing,DCD,0,1.414
15202,88,s13n12_usuario11,C,['s13n12_usuario7'],C,3,1.626,s13n12,changing,CDC,1,1.626
15203,88,s13n12_usuario12,D,['s13n12_usuario10'],D,1,-0.535,s13n12,changing,DDD,0,0.535
15204,88,s13n12_usuario13,C,['s13n12_usuario16'],C,3,3.838,s13n12,changing,DCC,1,3.838
15205,88,s13n12_usuario14,D,['s13n12_usuario15'],D,1,-0.722,s13n12,changing,DDD,0,0.722
15206,88,s13n12_usuario15,D,['s13n12_usuario14'],D,1,-1.217,s13n12,changing,DDD,0,1.217
15207,88,s13n12_usuario16,C,['s13n12_usuario13'],C,3,1.654,s13n12,changing,DDC,1,1.654
15208,89,s13n12_usuario1,D,['s13n12_usuario5'],D,1,-1.022,s13n12,changing,DDD,0,1.022
15209,89,s13n12_usuario2,D,['s13n12_usuario10'],C,4,-0.695,s13n12,changing,DDD,0,0.695
15210,89,s13n12_usuario3,D,['s13n12_usuario8'],D,1,-0.462,s13n12,changing,DDD,0,0.462
15211,89,s13n12_usuario4,D,['s13n12_usuario15'],D,1,-0.998,s13n12,changing,DDD,0,0.998
15212,89,s13n12_usuario5,D,['s13n12_usuario1'],D,1,-2.077,s13n12,changing,DDD,0,2.077
15213,89,s13n12_usuario6,D,['s13n12_usuario7'],C,4,-1.344,s13n12,changing,DDD,0,1.344
15214,89,s13n12_usuario7,C,['s13n12_usuario6'],D,0,1.369,s13n12,changing,CCC,1,1.369
15215,89,s13n12_usuario8,D,['s13n12_usuario3'],D,1,-0.588,s13n12,changing,DDD,0,0.588
15216,89,s13n12_usuario9,D,['s13n12_usuario13'],D,1,-0.835,s13n12,changing,DDD,0,0.835
15217,89,s13n12_usuario10,C,['s13n12_usuario2'],D,0,0.697,s13n12,changing,DDC,1,0.697
15218,89,s13n12_usuario11,D,['s13n12_usuario14'],D,1,-1.53,s13n12,changing,CCD,0,1.53
15219,89,s13n12_usuario12,D,['s13n12_usuario16'],C,4,-0.681,s13n12,changing,DDD,0,0.681
15220,89,s13n12_usuario13,D,['s13n12_usuario9'],D,1,-1.601,s13n12,changing,CCD,0,1.601
15221,89,s13n12_usuario14,D,['s13n12_usuario11'],D,1,-0.779,s13n12,changing,DDD,0,0.779
15222,89,s13n12_usuario15,D,['s13n12_usuario4'],D,1,-1.132,s13n12,changing,DDD,0,1.132
15223,89,s13n12_usuario16,C,['s13n12_usuario12'],D,0,1.498,s13n12,changing,CCC,1,1.498
15224,90,s13n12_usuario1,D,['s13n12_usuario14'],D,1,-0.828,s13n12,changing,DDD,0,0.828
15225,90,s13n12_usuario2,D,['s13n12_usuario16'],D,1,-1.216,s13n12,changing,DCD,0,1.216
15226,90,s13n12_usuario3,D,['s13n12_usuario10'],D,1,-0.549,s13n12,changing,DDD,0,0.549
15227,90,s13n12_usuario4,D,['s13n12_usuario15'],D,1,-1.651,s13n12,changing,DDD,0,1.651
15228,90,s13n12_usuario5,D,['s13n12_usuario9'],D,1,-0.883,s13n12,changing,DDD,0,0.883
15229,90,s13n12_usuario6,D,['s13n12_usuario12'],D,1,-2.87,s13n12,changing,DCD,0,2.87
15230,90,s13n12_usuario7,C,['s13n12_usuario8'],D,0,0.886,s13n12,changing,CDC,1,0.886
15231,90,s13n12_usuario8,D,['s13n12_usuario7'],C,4,-0.539,s13n12,changing,DDD,0,0.539
15232,90,s13n12_usuario9,D,['s13n12_usuario5'],D,1,-0.605,s13n12,changing,DDD,0,0.605
15233,90,s13n12_usuario10,D,['s13n12_usuario3'],D,1,-0.923,s13n12,changing,CDD,0,0.923
15234,90,s13n12_usuario11,D,['s13n12_usuario13'],D,1,-0.484,s13n12,changing,DDD,0,0.484
15235,90,s13n12_usuario12,D,['s13n12_usuario6'],D,1,-1.119,s13n12,changing,DCD,0,1.119
15236,90,s13n12_usuario13,D,['s13n12_usuario11'],D,1,-1.924,s13n12,changing,DDD,0,1.924
15237,90,s13n12_usuario14,D,['s13n12_usuario1'],D,1,-0.725,s13n12,changing,DDD,0,0.725
15238,90,s13n12_usuario15,D,['s13n12_usuario4'],D,1,-0.867,s13n12,changing,DDD,0,0.867
15239,90,s13n12_usuario16,D,['s13n12_usuario2'],D,1,-1.678,s13n12,changing,CDD,0,1.678
15240,91,s13n12_usuario1,D,['s13n12_usuario14'],D,1,-0.729,s13n12,changing,DDD,0,0.729
15241,91,s13n12_usuario2,D,['s13n12_usuario11'],D,1,-4.425,s13n12,changing,DDD,0,4.425
15242,91,s13n12_usuario3,D,['s13n12_usuario12'],D,1,-0.434,s13n12,changing,DDD,0,0.434
15243,91,s13n12_usuario4,D,['s13n12_usuario8'],D,1,-0.766,s13n12,changing,DDD,0,0.766
15244,91,s13n12_usuario5,D,['s13n12_usuario9'],D,1,-0.668,s13n12,changing,DDD,0,0.668
15245,91,s13n12_usuario6,D,['s13n12_usuario13'],D,1,-1.265,s13n12,changing,DDD,0,1.265
15246,91,s13n12_usuario7,C,['s13n12_usuario16'],D,0,0.491,s13n12,changing,CDC,1,0.491
15247,91,s13n12_usuario8,D,['s13n12_usuario4'],D,1,-0.955,s13n12,changing,DCD,0,0.955
15248,91,s13n12_usuario9,D,['s13n12_usuario5'],D,1,-0.511,s13n12,changing,DDD,0,0.511
15249,91,s13n12_usuario10,D,['s13n12_usuario15'],D,1,-0.943,s13n12,changing,DDD,0,0.943
15250,91,s13n12_usuario11,D,['s13n12_usuario2'],D,1,-0.536,s13n12,changing,DDD,0,0.536
15251,91,s13n12_usuario12,D,['s13n12_usuario3'],D,1,-0.984,s13n12,changing,DDD,0,0.984
15252,91,s13n12_usuario13,D,['s13n12_usuario6'],D,1,-1.302,s13n12,changing,DDD,0,1.302
15253,91,s13n12_usuario14,D,['s13n12_usuario1'],D,1,-1.448,s13n12,changing,DDD,0,1.448
15254,91,s13n12_usuario15,D,['s13n12_usuario10'],D,1,-0.865,s13n12,changing,DDD,0,0.865
15255,91,s13n12_usuario16,D,['s13n12_usuario7'],C,4,-2.059,s13n12,changing,DDD,0,2.059
15256,92,s13n12_usuario1,D,['s13n12_usuario16'],C,4,-0.751,s13n12,changing,DDD,0,0.751
15257,92,s13n12_usuario2,D,['s13n12_usuario15'],D,1,-3.112,s13n12,changing,DDD,0,3.112
15258,92,s13n12_usuario3,D,['s13n12_usuario14'],D,1,-1.025,s13n12,changing,DDD,0,1.025
15259,92,s13n12_usuario4,C,['s13n12_usuario10'],C,3,1.067,s13n12,changing,DDC,1,1.067
15260,92,s13n12_usuario5,D,['s13n12_usuario7'],D,1,-1.09,s13n12,changing,DDD,0,1.09
15261,92,s13n12_usuario6,D,['s13n12_usuario11'],C,4,-1.187,s13n12,changing,DDD,0,1.187
15262,92,s13n12_usuario7,D,['s13n12_usuario5'],D,1,-0.868,s13n12,changing,CDD,0,0.868
15263,92,s13n12_usuario8,D,['s13n12_usuario13'],D,1,-0.577,s13n12,changing,DDD,0,0.577
15264,92,s13n12_usuario9,D,['s13n12_usuario12'],D,1,-0.545,s13n12,changing,DDD,0,0.545
15265,92,s13n12_usuario10,C,['s13n12_usuario4'],C,3,1.116,s13n12,changing,DDC,1,1.116
15266,92,s13n12_usuario11,C,['s13n12_usuario6'],D,0,0.732,s13n12,changing,DDC,1,0.732
15267,92,s13n12_usuario12,D,['s13n12_usuario9'],D,1,-0.752,s13n12,changing,DDD,0,0.752
15268,92,s13n12_usuario13,D,['s13n12_usuario8'],D,1,-1.392,s13n12,changing,DDD,0,1.392
15269,92,s13n12_usuario14,D,['s13n12_usuario3'],D,1,-2.441,s13n12,changing,DDD,0,2.441
15270,92,s13n12_usuario15,D,['s13n12_usuario2'],D,1,-1.084,s13n12,changing,DDD,0,1.084
15271,92,s13n12_usuario16,C,['s13n12_usuario1'],D,0,1.782,s13n12,changing,DCC,1,1.782
15272,93,s13n12_usuario1,D,['s13n12_usuario13'],D,1,-0.914,s13n12,changing,DCD,0,0.914
15273,93,s13n12_usuario2,D,['s13n12_usuario5'],C,4,-1.635,s13n12,changing,DDD,0,1.635
15274,93,s13n12_usuario3,D,['s13n12_usuario4'],D,1,-0.623,s13n12,changing,DDD,0,0.623
15275,93,s13n12_usuario4,D,['s13n12_usuario3'],D,1,-3.156,s13n12,changing,CCD,0,3.156
15276,93,s13n12_usuario5,C,['s13n12_usuario2'],D,0,1.358,s13n12,changing,DDC,1,1.358
15277,93,s13n12_usuario6,D,['s13n12_usuario15'],D,1,-1.73,s13n12,changing,DCD,0,1.73
15278,93,s13n12_usuario7,D,['s13n12_usuario10'],D,1,-0.622,s13n12,changing,DDD,0,0.622
15279,93,s13n12_usuario8,D,['s13n12_usuario9'],D,1,-0.582,s13n12,changing,DDD,0,0.582
15280,93,s13n12_usuario9,D,['s13n12_usuario8'],D,1,-0.535,s13n12,changing,DDD,0,0.535
15281,93,s13n12_usuario10,D,['s13n12_usuario7'],D,1,-1.35,s13n12,changing,CCD,0,1.35
15282,93,s13n12_usuario11,C,['s13n12_usuario14'],D,0,0.793,s13n12,changing,CDC,1,0.793
15283,93,s13n12_usuario12,D,['s13n12_usuario16'],C,4,-0.644,s13n12,changing,DDD,0,0.644
15284,93,s13n12_usuario13,D,['s13n12_usuario1'],D,1,-1.457,s13n12,changing,DDD,0,1.457
15285,93,s13n12_usuario14,D,['s13n12_usuario11'],C,4,-1.148,s13n12,changing,DDD,0,1.148
15286,93,s13n12_usuario15,D,['s13n12_usuario6'],D,1,-0.8,s13n12,changing,DDD,0,0.8
15287,93,s13n12_usuario16,C,['s13n12_usuario12'],D,0,2.575,s13n12,changing,CDC,1,2.575
15288,94,s13n12_usuario1,D,['s13n12_usuario10'],D,1,-0.687,s13n12,changing,DDD,0,0.687
15289,94,s13n12_usuario2,D,['s13n12_usuario3'],D,1,-1.2,s13n12,changing,DCD,0,1.2
15290,94,s13n12_usuario3,D,['s13n12_usuario2'],D,1,-0.577,s13n12,changing,DDD,0,0.577
15291,94,s13n12_usuario4,C,['s13n12_usuario7'],D,0,1.216,s13n12,changing,DDC,1,1.216
15292,94,s13n12_usuario5,C,['s13n12_usuario13'],D,0,0.946,s13n12,changing,CDC,1,0.946
15293,94,s13n12_usuario6,D,['s13n12_usuario9'],D,1,-1.219,s13n12,changing,DDD,0,1.219
15294,94,s13n12_usuario7,D,['s13n12_usuario4'],C,4,-0.468,s13n12,changing,DDD,0,0.468
15295,94,s13n12_usuario8,D,['s13n12_usuario11'],C,4,-0.548,s13n12,changing,DDD,0,0.548
15296,94,s13n12_usuario9,D,['s13n12_usuario6'],D,1,-0.503,s13n12,changing,DDD,0,0.503
15297,94,s13n12_usuario10,D,['s13n12_usuario1'],D,1,-0.861,s13n12,changing,DDD,0,0.861
15298,94,s13n12_usuario11,C,['s13n12_usuario8'],D,0,0.643,s13n12,changing,CDC,1,0.643
15299,94,s13n12_usuario12,D,['s13n12_usuario14'],D,1,-1.176,s13n12,changing,DCD,0,1.176
15300,94,s13n12_usuario13,D,['s13n12_usuario5'],C,4,-1.24,s13n12,changing,DDD,0,1.24
15301,94,s13n12_usuario14,D,['s13n12_usuario12'],D,1,-4.148,s13n12,changing,DCD,0,4.148
15302,94,s13n12_usuario15,D,['s13n12_usuario16'],D,1,-0.735,s13n12,changing,DDD,0,0.735
15303,94,s13n12_usuario16,D,['s13n12_usuario15'],D,1,-2.564,s13n12,changing,CDD,0,2.564
15304,95,s13n12_usuario1,D,['s13n12_usuario10'],D,1,-0.694,s13n12,changing,DDD,0,0.694
15305,95,s13n12_usuario2,D,['s13n12_usuario11'],D,1,-0.593,s13n12,changing,DDD,0,0.593
15306,95,s13n12_usuario3,D,['s13n12_usuario13'],C,4,-0.494,s13n12,changing,DDD,0,0.494
15307,95,s13n12_usuario4,D,['s13n12_usuario5'],C,4,-0.994,s13n12,changing,CDD,0,0.994
15308,95,s13n12_usuario5,C,['s13n12_usuario4'],D,0,1.476,s13n12,changing,CDC,1,1.476
15309,95,s13n12_usuario6,C,['s13n12_usuario16'],D,0,0.955,s13n12,changing,DDC,1,0.955
15310,95,s13n12_usuario7,D,['s13n12_usuario12'],D,1,-0.805,s13n12,changing,DCD,0,0.805
15311,95,s13n12_usuario8,D,['s13n12_usuario15'],D,1,-0.681,s13n12,changing,DCD,0,0.681
15312,95,s13n12_usuario9,D,['s13n12_usuario14'],D,1,-0.668,s13n12,changing,DDD,0,0.668
15313,95,s13n12_usuario10,D,['s13n12_usuario1'],D,1,-1.679,s13n12,changing,DDD,0,1.679
15314,95,s13n12_usuario11,D,['s13n12_usuario2'],D,1,-1.023,s13n12,changing,CDD,0,1.023
15315,95,s13n12_usuario12,D,['s13n12_usuario7'],D,1,-0.783,s13n12,changing,DDD,0,0.783
15316,95,s13n12_usuario13,C,['s13n12_usuario3'],D,0,0.934,s13n12,changing,DCC,1,0.934
15317,95,s13n12_usuario14,D,['s13n12_usuario9'],D,1,-0.764,s13n12,changing,DDD,0,0.764
15318,95,s13n12_usuario15,D,['s13n12_usuario8'],D,1,-0.864,s13n12,changing,DDD,0,0.864
15319,95,s13n12_usuario16,D,['s13n12_usuario6'],C,4,-1.393,s13n12,changing,DDD,0,1.393
15320,96,s13n12_usuario1,D,['s13n12_usuario14'],D,1,-0.854,s13n12,changing,DDD,0,0.854
15321,96,s13n12_usuario2,D,['s13n12_usuario9'],D,1,-0.378,s13n12,changing,DDD,0,0.378
15322,96,s13n12_usuario3,D,['s13n12_usuario6'],D,1,-0.814,s13n12,changing,DCD,0,0.814
15323,96,s13n12_usuario4,D,['s13n12_usuario5'],C,4,-1.065,s13n12,changing,DCD,0,1.065
15324,96,s13n12_usuario5,C,['s13n12_usuario4'],D,0,2.335,s13n12,changing,CDC,1,2.335
15325,96,s13n12_usuario6,D,['s13n12_usuario3'],D,1,-1.232,s13n12,changing,CDD,0,1.232
15326,96,s13n12_usuario7,D,['s13n12_usuario10'],D,1,-0.666,s13n12,changing,DDD,0,0.666
15327,96,s13n12_usuario8,D,['s13n12_usuario15'],D,1,-0.58,s13n12,changing,DDD,0,0.58
15328,96,s13n12_usuario9,D,['s13n12_usuario2'],D,1,-0.61,s13n12,changing,DDD,0,0.61
15329,96,s13n12_usuario10,D,['s13n12_usuario7'],D,1,-0.805,s13n12,changing,DDD,0,0.805
15330,96,s13n12_usuario11,D,['s13n12_usuario13'],D,1,-0.475,s13n12,changing,DDD,0,0.475
15331,96,s13n12_usuario12,D,['s13n12_usuario16'],C,4,-1.16,s13n12,changing,DDD,0,1.16
15332,96,s13n12_usuario13,D,['s13n12_usuario11'],D,1,-1.061,s13n12,changing,CDD,0,1.061
15333,96,s13n12_usuario14,D,['s13n12_usuario1'],D,1,-1.006,s13n12,changing,DDD,0,1.006
15334,96,s13n12_usuario15,D,['s13n12_usuario8'],D,1,-0.952,s13n12,changing,DDD,0,0.952
15335,96,s13n12_usuario16,C,['s13n12_usuario12'],D,0,1.812,s13n12,changing,DCC,1,1.812
15336,97,s13n12_usuario1,D,['s13n12_usuario16'],C,4,-0.626,s13n12,changing,DDD,0,0.626
15337,97,s13n12_usuario2,D,['s13n12_usuario11'],D,1,-0.491,s13n12,changing,DDD,0,0.491
15338,97,s13n12_usuario3,D,['s13n12_usuario13'],D,1,-0.474,s13n12,changing,DDD,0,0.474
15339,97,s13n12_usuario4,D,['s13n12_usuario14'],D,1,-0.933,s13n12,changing,DCD,0,0.933
15340,97,s13n12_usuario5,D,['s13n12_usuario8'],D,1,-0.866,s13n12,changing,CDD,0,0.866
15341,97,s13n12_usuario6,D,['s13n12_usuario15'],D,1,-0.985,s13n12,changing,DDD,0,0.985
15342,97,s13n12_usuario7,D,['s13n12_usuario12'],D,1,-0.56,s13n12,changing,DDD,0,0.56
15343,97,s13n12_usuario8,D,['s13n12_usuario5'],D,1,-0.51,s13n12,changing,DDD,0,0.51
15344,97,s13n12_usuario9,D,['s13n12_usuario10'],D,1,-0.803,s13n12,changing,DDD,0,0.803
15345,97,s13n12_usuario10,D,['s13n12_usuario9'],D,1,-0.704,s13n12,changing,DDD,0,0.704
15346,97,s13n12_usuario11,D,['s13n12_usuario2'],D,1,-0.677,s13n12,changing,DDD,0,0.677
15347,97,s13n12_usuario12,D,['s13n12_usuario7'],D,1,-3.488,s13n12,changing,DCD,0,3.488
15348,97,s13n12_usuario13,D,['s13n12_usuario3'],D,1,-1.209,s13n12,changing,DDD,0,1.209
15349,97,s13n12_usuario14,D,['s13n12_usuario4'],D,1,-0.604,s13n12,changing,DDD,0,0.604
15350,97,s13n12_usuario15,D,['s13n12_usuario6'],D,1,-0.707,s13n12,changing,DDD,0,0.707
15351,97,s13n12_usuario16,C,['s13n12_usuario1'],D,0,1.739,s13n12,changing,CDC,1,1.739
15352,98,s13n12_usuario1,D,['s13n12_usuario12'],D,1,-0.921,s13n12,changing,DCD,0,0.921
15353,98,s13n12_usuario2,D,['s13n12_usuario7'],D,1,-0.375,s13n12,changing,DDD,0,0.375
15354,98,s13n12_usuario3,D,['s13n12_usuario11'],D,1,-0.472,s13n12,changing,DDD,0,0.472
15355,98,s13n12_usuario4,C,['s13n12_usuario5'],D,0,1.485,s13n12,changing,DDC,1,1.485
15356,98,s13n12_usuario5,D,['s13n12_usuario4'],C,4,-0.599,s13n12,changing,DDD,0,0.599
15357,98,s13n12_usuario6,D,['s13n12_usuario13'],D,1,-1.005,s13n12,changing,DDD,0,1.005
15358,98,s13n12_usuario7,D,['s13n12_usuario2'],D,1,-0.608,s13n12,changing,DDD,0,0.608
15359,98,s13n12_usuario8,D,['s13n12_usuario16'],C,4,-0.608,s13n12,changing,DDD,0,0.608
15360,98,s13n12_usuario9,D,['s13n12_usuario10'],D,1,-0.904,s13n12,changing,DDD,0,0.904
15361,98,s13n12_usuario10,D,['s13n12_usuario9'],D,1,-0.697,s13n12,changing,DDD,0,0.697
15362,98,s13n12_usuario11,D,['s13n12_usuario3'],D,1,-0.563,s13n12,changing,DDD,0,0.563
15363,98,s13n12_usuario12,D,['s13n12_usuario1'],D,1,-0.907,s13n12,changing,DDD,0,0.907
15364,98,s13n12_usuario13,D,['s13n12_usuario6'],D,1,-2.004,s13n12,changing,DDD,0,2.004
15365,98,s13n12_usuario14,D,['s13n12_usuario15'],D,1,-0.656,s13n12,changing,DDD,0,0.656
15366,98,s13n12_usuario15,D,['s13n12_usuario14'],D,1,-0.79,s13n12,changing,DDD,0,0.79
15367,98,s13n12_usuario16,C,['s13n12_usuario8'],D,0,1.519,s13n12,changing,CDC,1,1.519
15368,99,s13n12_usuario1,D,['s13n12_usuario7'],D,1,-1.289,s13n12,changing,DDD,0,1.289
15369,99,s13n12_usuario2,D,['s13n12_usuario8'],D,1,-0.433,s13n12,changing,DDD,0,0.433
15370,99,s13n12_usuario3,D,['s13n12_usuario10'],D,1,-1.484,s13n12,changing,DDD,0,1.484
15371,99,s13n12_usuario4,D,['s13n12_usuario15'],D,1,-0.954,s13n12,changing,CDD,0,0.954
15372,99,s13n12_usuario5,D,['s13n12_usuario14'],D,1,-0.79,s13n12,changing,DCD,0,0.79
15373,99,s13n12_usuario6,D,['s13n12_usuario11'],D,1,-1.247,s13n12,changing,DDD,0,1.247
15374,99,s13n12_usuario7,D,['s13n12_usuario1'],D,1,-0.704,s13n12,changing,DDD,0,0.704
15375,99,s13n12_usuario8,D,['s13n12_usuario2'],D,1,-0.673,s13n12,changing,DCD,0,0.673
15376,99,s13n12_usuario9,D,['s13n12_usuario16'],C,4,-0.55,s13n12,changing,DDD,0,0.55
15377,99,s13n12_usuario10,D,['s13n12_usuario3'],D,1,-0.488,s13n12,changing,DDD,0,0.488
15378,99,s13n12_usuario11,D,['s13n12_usuario6'],D,1,-0.567,s13n12,changing,DDD,0,0.567
15379,99,s13n12_usuario12,D,['s13n12_usuario13'],D,1,-2.025,s13n12,changing,DDD,0,2.025
15380,99,s13n12_usuario13,D,['s13n12_usuario12'],D,1,-1.264,s13n12,changing,DDD,0,1.264
15381,99,s13n12_usuario14,D,['s13n12_usuario5'],D,1,-1.313,s13n12,changing,DDD,0,1.313
15382,99,s13n12_usuario15,D,['s13n12_usuario4'],D,1,-0.989,s13n12,changing,DDD,0,0.989
15383,99,s13n12_usuario16,C,['s13n12_usuario9'],D,0,1.551,s13n12,changing,CDC,1,1.551
15384,100,s13n12_usuario1,D,['s13n12_usuario16'],D,1,-2.066,s13n12,changing,DDD,0,2.066
15385,100,s13n12_usuario2,D,['s13n12_usuario15'],D,1,-0.346,s13n12,changing,DDD,0,0.346
15386,100,s13n12_usuario3,C,['s13n12_usuario13'],D,0,1.766,s13n12,changing,DDC,1,1.766
15387,100,s13n12_usuario4,D,['s13n12_usuario9'],C,4,-0.735,s13n12,changing,DDD,0,0.735
15388,100,s13n12_usuario5,D,['s13n12_usuario12'],D,1,-0.655,s13n12,changing,DDD,0,0.655
15389,100,s13n12_usuario6,D,['s13n12_usuario14'],D,1,-0.904,s13n12,changing,DDD,0,0.904
15390,100,s13n12_usuario7,D,['s13n12_usuario11'],D,1,-0.557,s13n12,changing,DDD,0,0.557
15391,100,s13n12_usuario8,D,['s13n12_usuario10'],D,1,-0.687,s13n12,changing,DDD,0,0.687
15392,100,s13n12_usuario9,C,['s13n12_usuario4'],D,0,2.876,s13n12,changing,DCC,1,2.876
15393,100,s13n12_usuario10,D,['s13n12_usuario8'],D,1,-0.673,s13n12,changing,DDD,0,0.673
15394,100,s13n12_usuario11,D,['s13n12_usuario7'],D,1,-0.773,s13n12,changing,DDD,0,0.773
15395,100,s13n12_usuario12,D,['s13n12_usuario5'],D,1,-1.036,s13n12,changing,DDD,0,1.036
15396,100,s13n12_usuario13,D,['s13n12_usuario3'],C,4,-1.324,s13n12,changing,DDD,0,1.324
15397,100,s13n12_usuario14,D,['s13n12_usuario6'],D,1,-0.832,s13n12,changing,DDD,0,0.832
15398,100,s13n12_usuario15,D,['s13n12_usuario2'],D,1,-1.663,s13n12,changing,DDD,0,1.663
15399,100,s13n12_usuario16,D,['s13n12_usuario1'],D,1,-1.387,s13n12,changing,CDD,0,1.387
15400,1,s12n11_usuario1,C,['s12n11_usuario5'],D,0,4.34,s12n11,changing,00C,1,4.34
15401,1,s12n11_usuario2,C,['s12n11_usuario6'],D,0,9.963,s12n11,changing,00C,1,9.963
15402,1,s12n11_usuario3,C,['s12n11_usuario8'],D,0,5.072,s12n11,changing,00C,1,5.072
15403,1,s12n11_usuario4,D,['s12n11_usuario7'],D,1,-5.028,s12n11,changing,00D,0,5.028
15404,1,s12n11_usuario5,D,['s12n11_usuario1'],C,4,-14.038,s12n11,changing,00D,0,14.038
15405,1,s12n11_usuario6,D,['s12n11_usuario2'],C,4,-3.48,s12n11,changing,00D,0,3.48
15406,1,s12n11_usuario7,D,['s12n11_usuario4'],D,1,-6.036,s12n11,changing,00D,0,6.036
15407,1,s12n11_usuario8,D,['s12n11_usuario3'],C,4,-4.066,s12n11,changing,00D,0,4.066
15408,1,s12n11_usuario9,C,['s12n11_usuario15'],C,3,4.156,s12n11,changing,00C,1,4.156
15409,1,s12n11_usuario10,C,['s12n11_usuario14'],D,0,4.252,s12n11,changing,00C,1,4.252
15410,1,s12n11_usuario11,C,['s12n11_usuario13'],C,3,6.315,s12n11,changing,00C,1,6.315
15411,1,s12n11_usuario12,C,['s12n11_usuario18'],D,0,7.933,s12n11,changing,00C,1,7.933
15412,1,s12n11_usuario13,C,['s12n11_usuario11'],C,3,11.342,s12n11,changing,00C,1,11.342
15413,1,s12n11_usuario14,D,['s12n11_usuario10'],C,4,-7.168,s12n11,changing,00D,0,7.168
15414,1,s12n11_usuario15,C,['s12n11_usuario9'],C,3,10.9,s12n11,changing,00C,1,10.9
15415,1,s12n11_usuario16,D,['s12n11_usuario17'],C,4,-4.648,s12n11,changing,00D,0,4.648
15416,1,s12n11_usuario17,C,['s12n11_usuario16'],D,0,6.621,s12n11,changing,00C,1,6.621
15417,1,s12n11_usuario18,D,['s12n11_usuario12'],C,4,-13.964,s12n11,changing,00D,0,13.964
15418,2,s12n11_usuario1,D,['s12n11_usuario5'],D,1,-2.664,s12n11,changing,CDD,0,2.664
15419,2,s12n11_usuario2,C,['s12n11_usuario9'],D,0,9.165,s12n11,changing,CDC,1,9.165
15420,2,s12n11_usuario3,D,['s12n11_usuario8'],D,1,-10.307,s12n11,changing,CDD,0,10.307
15421,2,s12n11_usuario4,D,['s12n11_usuario14'],C,4,-3.832,s12n11,changing,DDD,0,3.832
15422,2,s12n11_usuario5,D,['s12n11_usuario1'],D,1,-18.728,s12n11,changing,DCD,0,18.728
15423,2,s12n11_usuario6,D,['s12n11_usuario10'],C,4,-2.763,s12n11,changing,DCD,0,2.763
15424,2,s12n11_usuario7,C,['s12n11_usuario17'],C,3,2.229,s12n11,changing,DDC,1,2.229
15425,2,s12n11_usuario8,D,['s12n11_usuario3'],D,1,-2.55,s12n11,changing,DCD,0,2.55
15426,2,s12n11_usuario9,D,['s12n11_usuario2'],C,4,-4.657,s12n11,changing,CCD,0,4.657
15427,2,s12n11_usuario10,C,['s12n11_usuario6'],D,0,4.504,s12n11,changing,CDC,1,4.504
15428,2,s12n11_usuario11,C,['s12n11_usuario12'],C,3,4.986,s12n11,changing,CCC,1,4.986
15429,2,s12n11_usuario12,C,['s12n11_usuario11'],C,3,1.042,s12n11,changing,CDC,1,1.042
15430,2,s12n11_usuario13,D,['s12n11_usuario15'],C,4,-6.254,s12n11,changing,CCD,0,6.254
