userid,rt,response,round,context,strategy
122, 2.29, 0,46, 1,MCC
122, 3.75, 0,47, 0,MCC
 97,11.55, 1, 1,nan,PD
 97,11.25, 0, 2, 5,PD
 97,10.81, 1, 3, 5,PD
 97, 8.28, 0, 4, 3,PD
 97, 6.43, 0, 5, 3,PD
 97, 7.49, 0, 6, 4,PD
 97, 7.08, 0, 7, 4,PD
 97,11.45, 1, 8, 2,PD
 97, 7.82, 0, 9, 3,PD
 97,14.72, 1,10, 2,PD
 97, 7.83, 0,11, 4,PD
 97,16.62, 0,12, 3,PD
 97, 7.33, 0,13, 3,PD
 97, 7.01, 0,14, 3,PD
 97, 8.29, 0,15, 2,PD
 97, 6.30, 0,16, 1,PD
 97, 9.17, 1,17, 3,PD
 97, 7.38, 0,18, 1,PD
 97, 6.47, 0,19, 1,PD
 97,12.10, 0,20, 4,PD
 97, 9.58, 1,21, 4,PD
 97, 9.21, 1,22, 0,PD
 97, 9.84, 0,23, 1,PD
 97, 7.05, 0,24, 2,PD
 97, 6.71, 0,25, 1,PD
 97,10.82, 0,26, 1,PD
 97, 5.60, 0,27, 1,PD
 97, 8.04, 1,28, 1,PD
 97, 8.19, 0,29, 1,PD
 97, 3.49, 0,30, 4,PD
 97, 7.70, 0,31, 3,PD
 97, 4.79, 0,32, 2,PD
 97, 2.95, 0,33, 2,PD
 97, 9.07, 0,34, 2,PD
 97, 4.75, 0,35, 2,PD
 97, 6.93, 0,36, 0,PD
 97, 3.53, 0,37, 3,PD
 97, 6.89, 1,38, 1,PD
 97, 6.27, 0,39, 1,PD
 97, 3.96, 0,40, 0,PD
 97, 5.00, 0,41, 1,PD
 97, 3.71, 0,42, 2,PD
 97, 3.84, 0,43, 1,PD
 97, 6.78, 0,44, 3,PD
 97, 9.70, 0,45, 6,PD
 97, 3.58, 0,46, 2,PD
 97, 6.17, 0,47, 0,PD
 14, 6.96, 0, 1,nan,PD
 14,13.78, 1, 2, 6,PD
 14, 5.22, 0, 3, 3,PD
 14, 3.56, 0, 4, 4,PD
 14,19.73, 1, 5, 2,PD
 14, 6.33, 0, 6, 2,PD
 14, 3.86, 0, 7, 1,PD
 14,11.76, 1, 8, 3,PD
 14, 5.76, 1, 9, 5,PD
 14, 2.60, 0,10, 2,PD
 14, 2.96, 0,11, 4,PD
 14, 5.20, 1,12, 3,PD
 14, 4.84, 0,13, 1,PD
 14, 4.17, 1,14, 0,PD
 14, 4.75, 0,15, 1,PD
 14, 2.00, 0,16, 1,PD
 14, 7.65, 0,18, 1,PD
 14,24.51, 1,19, 2,PD
 14, 3.01, 0,20, 3,PD
 14,24.31, 0,21, 2,PD
 14, 3.45, 0,22, 1,PD
 14,29.03, 0,23, 2,PD
 14, 3.89, 0,24, 1,PD
 14, 6.14, 0,25, 3,PD
 14, 2.44, 1,26, 1,PD
 14,17.09, 0,27, 0,PD
 14, 1.35, 0,28, 1,PD
 14,25.70, 0,29, 3,PD
 14, 5.08, 0,30, 2,PD
 14,24.83, 0,31, 2,PD
 14,17.42, 0,32, 1,PD
 14,16.71, 0,33, 0,PD
 14,26.05, 0,34, 1,PD
 14,25.94, 0,35, 1,PD
 14,10.09, 0,36, 1,PD
 14,25.72, 0,37, 2,PD
 14, 5.73, 0,38, 1,PD
 14, 2.54, 0,39, 2,PD
 14,16.44, 0,40, 1,PD
 14, 9.12, 0,41, 3,PD
 14,17.07, 0,42, 2,PD
 14, 3.10, 1,43, 1,PD
 14, 2.15, 0,44, 1,PD
 14, 3.89, 0,45, 5,PD
 14, 3.71, 0,46, 2,PD
 14,14.02, 0,47, 1,PD
 89,15.73, 1, 1,nan,MCC
 89,18.14, 0, 2, 5,MCC
 89,14.39, 0, 3, 6,MCC
 89,25.73, 1, 4, 4,MCC
 89,20.73, 0, 5, 3,MCC
 89,16.16, 0, 6, 3,MCC
 89, 7.18, 1, 7, 3,MCC
 89,21.30, 1, 8, 3,MCC
 89,21.36, 0, 9, 5,MCC
 89, 8.07, 0,10, 5,MCC
 89, 7.15, 1,11, 5,MCC
 89,11.93, 0,12, 2,MCC
 89, 9.94, 0,13, 4,MCC
 89,12.77, 1,14, 2,MCC
 89, 4.36, 1,15, 3,MCC
 89, 7.45, 0,16, 2,MCC
 89,10.46, 0,17, 2,MCC
 89,10.28, 0,18, 3,MCC
 89, 2.63, 0,19, 4,MCC
 89, 7.05, 0,20, 6,MCC
 89, 6.29, 0,21, 2,MCC
 89, 3.19, 1,22, 3,MCC
 89, 8.43, 1,23, 2,MCC
 89, 8.97, 1,24, 2,MCC
 89, 5.78, 0,25, 4,MCC
 89, 4.93, 0,26, 1,MCC
 89, 7.47, 1,27, 4,MCC
 89, 5.62, 1,28, 2,MCC
 89,20.26, 1,29, 2,MCC
 89, 5.66, 0,30, 2,MCC
 89,17.62, 0,31, 3,MCC
 89,10.55, 0,32, 3,MCC
 89, 7.02, 0,33, 1,MCC
 89,10.52, 0,34, 2,MCC
 89, 3.58, 1,35, 3,MCC
 89, 9.12, 0,36, 3,MCC
 89, 4.76, 1,37, 3,MCC
 89, 8.74, 1,38, 2,MCC
 89, 4.60, 0,39, 2,MCC
 89, 7.83, 1,40, 3,MCC
 89,20.07, 1,41, 3,MCC
 89, 9.75, 1,42, 3,MCC
 89,15.11, 0,43, 2,MCC
 89, 8.37, 1,44, 5,MCC
 89, 4.49, 1,45, 5,MCC
 89, 6.93, 0,46, 3,MCC
 89, 5.56, 0,47, 3,MCC
  7, 7.62, 1, 1,nan,MCC
  7, 8.26, 1, 2, 6,MCC
  7, 7.34, 1, 3, 4,MCC
  7,11.04, 1, 4, 3,MCC
  7, 8.56, 1, 5, 3,MCC
  7, 7.32, 1, 6, 2,MCC
  7, 4.10, 0, 7, 1,MCC
  7, 4.16, 0, 8, 4,MCC
  7, 6.99, 1, 9, 4,MCC
  7, 4.44, 1,10, 3,MCC
  7, 5.48, 0,11, 2,MCC
  7, 2.82, 1,12, 3,MCC
  7, 5.55, 1,13, 2,MCC
  7, 6.88, 1,14, 2,MCC
  7, 5.38, 0,15, 2,MCC
  7, 4.42, 1,16, 5,MCC
  7, 3.82, 1,17, 3,MCC
  7, 4.82, 1,18, 4,MCC
  7, 6.83, 1,19, 3,MCC
  7, 2.98, 0,20, 2,MCC
  7, 4.25, 1,21, 2,MCC
  7, 3.52, 1,22, 3,MCC
  7, 4.94, 1,23, 3,MCC
  7, 4.50, 1,24, 4,MCC
  7, 3.59, 0,25, 5,MCC
  7, 2.55, 1,26, 2,MCC
  7, 2.72, 1,27, 3,MCC
  7, 3.61, 1,28, 5,MCC
  7, 5.91, 1,29, 3,MCC
  7, 6.09, 1,30, 2,MCC
  7, 3.71, 0,31, 2,MCC
  7, 6.37, 0,32, 3,MCC
  7, 6.25, 0,33, 1,MCC
  7, 2.83, 1,34, 3,MCC
  7, 2.90, 1,35, 1,MCC
  7, 2.67, 1,36, 3,MCC
  7, 3.86, 1,37, 1,MCC
  7, 2.77, 1,38, 3,MCC
  7, 3.12, 1,39, 2,MCC
  7, 4.51, 1,40, 3,MCC
  7, 2.90, 1,41, 3,MCC
  7, 4.82, 1,42, 3,MCC
  7, 4.97, 1,43, 3,MCC
  7,10.83, 1,44, 2,MCC
  7, 8.01, 1,45, 5,MCC
  7, 5.30, 1,46, 3,MCC
  7, 4.92, 0,47, 3,MCC
 52, 5.68, 1, 1,nan,MCC
 52, 6.03, 0, 2, 5,MCC
 52, 5.09, 0, 3, 5,MCC
 52, 2.26, 1, 4, 5,MCC
 52,17.78, 1, 5, 3,MCC
 52, 8.68, 0, 6, 3,MCC
 52, 7.51, 0, 7, 4,MCC
 52, 4.80, 0, 8, 3,MCC
 52, 3.15, 1, 9, 3,MCC
 52, 5.89, 0,10, 3,MCC
 52, 3.95, 1,11, 4,MCC
 52, 4.62, 0,12, 2,MCC
 52, 3.53, 1,13, 4,MCC
 52, 4.58, 0,14, 2,MCC
 52,24.26, 1,15, 3,MCC
 52, 4.76, 0,16, 3,MCC
 52,11.84, 1,17, 6,MCC
 52, 5.65, 0,18, 4,MCC
 52, 4.41, 0,19, 3,MCC
 52,13.87, 1,20, 5,MCC
 52,20.95, 0,21, 1,MCC
 52, 8.78, 0,22, 4,MCC
 52, 4.93, 1,23, 4,MCC
 52, 3.43, 1,24, 5,MCC
 52, 6.08, 0,25, 4,MCC
 52, 6.81, 0,26, 3,MCC
 52, 3.90, 1,27, 5,MCC
 52, 2.78, 0,28, 5,MCC
 52, 2.46, 0,29, 5,MCC
 52,10.76, 1,30, 3,MCC
 52, 3.07, 0,31, 2,MCC
 52, 6.12, 0,32, 3,MCC
 52, 4.04, 1,33, 3,MCC
 52, 3.74, 0,34, 1,MCC
 52, 2.94, 0,35, 3,MCC
 52, 6.60, 0,36, 4,MCC
 52, 2.82, 1,37, 3,MCC
 52, 2.80, 0,38, 3,MCC
 52, 4.40, 1,39, 3,MCC
 52, 3.35, 0,40, 2,MCC
 52, 4.17, 0,41, 2,MCC
 52, 1.94, 1,42, 3,MCC
 52, 3.31, 0,43, 3,MCC
 52, 3.76, 1,44, 4,MCC
 52, 2.18, 0,45, 4,MCC
 52, 3.18, 1,46, 2,MCC
 52, 7.20, 1,47, 3,MCC
105,15.48, 0, 1,nan,PD
105,27.73, 0, 3, 5,PD
105,20.83, 0, 4, 3,PD
105, 9.11, 0, 5, 3,PD
105, 5.96, 0, 6, 4,PD
105,24.28, 0, 7, 3,PD
105,13.94, 0, 8, 3,PD
105,14.15, 0, 9, 1,PD
105,10.80, 0,10, 4,PD
105, 5.60, 0,11, 3,PD
105,12.11, 0,12, 3,PD
105, 4.23, 0,13, 1,PD
105, 4.43, 0,14, 1,PD
105, 6.01, 0,15, 2,PD
105, 4.75, 0,16, 3,PD
105, 6.94, 0,17, 4,PD
105, 7.48, 0,18, 3,PD
105, 1.84, 0,19, 2,PD
105, 2.42, 0,20, 3,PD
105, 7.53, 0,21, 1,PD
105, 5.65, 0,22, 1,PD
105, 3.06, 0,23, 3,PD
105, 4.77, 0,24, 5,PD
105, 3.95, 0,25, 3,PD
105, 3.64, 0,26, 2,PD
105, 2.04, 0,27, 3,PD
105, 3.65, 0,28, 6,PD
105, 1.71, 0,29, 3,PD
105, 1.71, 0,30, 2,PD
105, 0.98, 0,31, 3,PD
105, 1.79, 0,32, 2,PD
105, 1.86, 0,33, 2,PD
105,13.79, 0,34, 1,PD
105, 1.86, 0,35, 2,PD
105,19.93, 0,36, 3,PD
105,15.54, 0,37, 1,PD
105,14.26, 0,38, 2,PD
105, 9.69, 0,39, 2,PD
105, 6.04, 0,40, 2,PD
105, 2.06, 0,41, 0,PD
105, 7.07, 0,42, 1,PD
105, 4.15, 0,43, 3,PD
105, 3.36, 0,44, 2,PD
105, 1.67, 0,45, 2,PD
105, 2.81, 0,46, 0,PD
105, 3.51, 0,47, 4,PD
  2,11.02, 1, 1,nan,MCC
  2,10.21, 1, 2, 3,MCC
  2, 5.29, 0, 3, 2,MCC
  2,10.32, 0, 4, 4,MCC
  2, 9.48, 1, 5, 3,MCC
  2, 4.78, 1, 6, 2,MCC
  2, 5.37, 0, 7, 3,MCC
  2, 4.57, 0, 8, 3,MCC
  2, 9.40, 1, 9, 2,MCC
  2, 8.71, 0,10, 5,MCC
  2, 4.08, 1,11, 5,MCC
  2, 4.12, 0,12, 1,MCC
  2, 2.00, 0,13, 2,MCC
  2, 1.60, 1,14, 2,MCC
  2, 3.26, 1,15, 2,MCC
  2, 4.71, 0,16, 2,MCC
  2, 2.55, 0,17, 5,MCC
  2, 2.21, 1,18, 1,MCC
  2, 4.52, 1,19, 1,MCC
  2, 2.54, 0,20, 3,MCC
  2, 7.12, 0,21, 0,MCC
  2, 2.71, 1,22, 1,MCC
  2, 2.57, 1,23, 3,MCC
  2, 6.74, 0,24, 5,MCC
  2, 4.28, 0,25, 3,MCC
  2, 3.16, 1,26, 1,MCC
  2, 4.66, 1,27, 2,MCC
  2, 2.72, 0,28, 4,MCC
  2, 5.09, 0,29, 2,MCC
  2, 3.15, 1,30, 3,MCC
  2, 2.21, 1,31, 3,MCC
  2, 2.53, 0,32, 1,MCC
  2, 1.75, 0,33, 4,MCC
  2, 3.29, 1,34, 1,MCC
  2, 1.48, 1,35, 1,MCC
  2, 2.14, 0,36, 2,MCC
  2, 1.70, 0,37, 2,MCC
  2, 2.31, 1,38, 2,MCC
  2, 1.84, 1,39, 2,MCC
  2, 2.73, 0,40, 2,MCC
  2, 1.95, 0,41, 1,MCC
  2, 1.54, 1,42, 2,MCC
  2, 1.25, 1,43, 1,MCC
  2, 1.35, 0,44, 1,MCC
  2, 3.05, 0,45, 2,MCC
  2, 4.69, 1,46, 3,MCC
  2, 3.26, 1,47, 3,MCC
  5, 5.88, 0, 1,nan,MCC
  5, 4.23, 0, 2, 5,MCC
  5, 6.64, 0, 3, 2,MCC
  5,11.57, 0, 4, 3,MCC
  5, 9.62, 0, 5, 4,MCC
  5,13.27, 0, 6, 2,MCC
  5,13.00, 0, 7, 4,MCC
  5,14.47, 0, 8, 3,MCC
  5, 8.82, 1, 9, 3,MCC
  5,16.43, 1,10, 5,MCC
  5,14.07, 0,11, 3,MCC
  5,16.92, 0,12, 2,MCC
  5, 7.21, 0,13, 2,MCC
  5, 8.72, 0,14, 3,MCC
  5, 7.58, 1,15, 3,MCC
  5,10.14, 1,16, 4,MCC
  5, 6.31, 0,17, 3,MCC
  5, 7.49, 0,18, 0,MCC
  5, 6.43, 0,19, 5,MCC
  5, 8.08, 0,20, 4,MCC
  5, 6.59, 0,21, 1,MCC
  5, 7.60, 1,22, 2,MCC
  5, 2.42, 1,23, 2,MCC
  5, 4.53, 0,24, 3,MCC
  5, 7.68, 0,25, 3,MCC
  5, 7.44, 0,26, 2,MCC
  5, 4.69, 1,27, 3,MCC
  5, 4.72, 0,28, 3,MCC
  5, 4.27, 0,29, 2,MCC
  5, 6.43, 0,30, 3,MCC
  5, 7.22, 0,31, 5,MCC
  5, 2.59, 1,32, 2,MCC
  5, 9.97, 0,33, 1,MCC
  5, 4.58, 0,34, 1,MCC
  5,10.39, 0,35, 3,MCC
  5, 5.62, 0,36, 2,MCC
  5, 3.26, 1,37, 1,MCC
  5, 6.43, 1,38, 2,MCC
  5, 2.97, 1,39, 2,MCC
  5, 3.18, 1,40, 2,MCC
  5, 4.82, 0,41, 1,MCC
  5, 2.99, 0,42, 1,MCC
  5, 3.60, 0,43, 2,MCC
  5, 2.95, 0,44, 3,MCC
  5, 2.98, 1,45, 4,MCC
  5, 5.37, 1,46, 4,MCC
  5, 1.69, 1,47, 2,MCC
166, 3.09, 1, 1,nan,MCC
166, 6.92, 0, 2, 4,MCC
166,23.90, 1, 3, 2,MCC
166, 8.97, 0, 4, 3,MCC
166, 6.81, 0, 5, 5,MCC
166, 8.69, 1, 6, 2,MCC
166, 7.01, 0, 7, 2,MCC
166,11.05, 1, 8, 2,MCC
166, 5.83, 1, 9, 5,MCC
166, 7.92, 0,10, 2,MCC
166, 4.96, 0,11, 4,MCC
166,12.11, 0,12, 2,MCC
166,10.86, 1,13, 4,MCC
166, 7.26, 0,14, 2,MCC
166,15.82, 0,15, 2,MCC
166, 9.89, 1,16, 2,MCC
166, 5.39, 0,17, 3,MCC
166, 5.66, 1,18, 1,MCC
166, 6.75, 1,19, 3,MCC
166, 5.68, 0,20, 5,MCC
166, 3.67, 0,21, 2,MCC
166, 5.35, 0,22, 2,MCC
166, 6.47, 0,23, 2,MCC
166, 5.66, 1,24, 3,MCC
166, 5.47, 1,25, 2,MCC
166, 5.21, 1,26, 1,MCC
166, 6.03, 0,27, 1,MCC
166,13.48, 1,28, 2,MCC
166, 9.00, 0,29, 3,MCC
166, 5.55, 1,30, 4,MCC
166, 6.63, 0,31, 3,MCC
166, 8.57, 0,32, 1,MCC
166,12.62, 0,33, 2,MCC
166, 6.50, 1,34, 3,MCC
166, 3.71, 0,35, 0,MCC
166, 4.21, 0,36, 0,MCC
166, 4.44, 1,37, 2,MCC
166, 3.84, 1,38, 3,MCC
166,17.13, 0,39, 1,MCC
166, 7.38, 1,40, 4,MCC
166, 7.35, 0,41, 3,MCC
166, 5.86, 0,42, 2,MCC
166, 5.39, 1,43, 2,MCC
166, 4.70, 1,44, 1,MCC
166, 5.47, 1,45, 2,MCC
166, 6.62, 0,46, 3,MCC
166, 3.88, 0,47, 1,MCC
 42, 3.12, 0, 1,nan,MCC
 42, 5.39, 0, 2, 7,MCC
 42, 3.69, 0, 3, 2,MCC
 42, 3.32, 0, 4, 4,MCC
 42, 2.55, 0, 5, 7,MCC
 42, 3.75, 0, 6, 1,MCC
 42, 2.29, 0, 7, 3,MCC
 42, 2.93, 1, 8, 2,MCC
 42, 4.63, 0, 9, 5,MCC
 42, 4.27, 0,10, 2,MCC
 42, 2.81, 1,11, 2,MCC
 42, 2.93, 0,12, 2,MCC
 42, 2.94, 0,13, 4,MCC
 42, 2.09, 0,14, 2,MCC
 42, 2.06, 0,15, 3,MCC
 42, 2.03, 0,16, 2,MCC
 42, 3.12, 0,17, 1,MCC
 42, 2.80, 0,18, 2,MCC
 42, 2.78, 0,19, 3,MCC
 42, 2.24, 0,20, 7,MCC
 42, 1.85, 0,21, 4,MCC
 42, 1.90, 0,22, 1,MCC
 42, 3.10, 0,23, 1,MCC
 42, 5.42, 0,24, 1,MCC
 42, 2.14, 0,25, 3,MCC
 42, 5.13, 0,26, 3,MCC
 42, 3.55, 0,27, 1,MCC
 42, 2.22, 1,28, 1,MCC
 42, 2.88, 1,29, 3,MCC
 42, 2.18, 0,30, 3,MCC
 42, 2.04, 0,31, 3,MCC
 42, 2.26, 0,32, 1,MCC
 42, 1.99, 0,33, 2,MCC
 42, 2.00, 0,34, 2,MCC
 42, 2.19, 0,35, 3,MCC
 42, 3.51, 0,36, 1,MCC
 42, 2.64, 0,37, 1,MCC
 42, 2.10, 0,38, 3,MCC
 42, 5.15, 0,39, 1,MCC
 42, 1.90, 0,40, 2,MCC
 42, 1.84, 0,41, 4,MCC
 42, 1.79, 0,42, 2,MCC
 42, 1.52, 0,43, 3,MCC
 42, 2.01, 0,44, 3,MCC
 42, 2.59, 0,45, 2,MCC
 42, 2.98, 0,46, 3,MCC
 42, 3.57, 0,47, 0,MCC
  8,10.87, 1, 1,nan,PD
  8, 9.57, 0, 2, 4,PD
  8,13.93, 0, 3, 1,PD
  8, 7.92, 1, 4, 4,PD
  8,15.57, 1, 5, 4,PD
  8, 9.71, 0, 6, 1,PD
  8,25.12, 0, 7, 2,PD
  8,19.79, 0, 8, 1,PD
  8,10.76, 1, 9, 4,PD
  8,17.38, 0,10, 1,PD
  8,10.13, 0,11, 2,PD
  8,18.19, 1,12, 5,PD
  8,10.89, 0,13, 2,PD
  8,12.49, 0,14, 1,PD
  8,14.02, 1,15, 3,PD
  8, 7.10, 0,16, 1,PD
  8,10.88, 0,17, 1,PD
  8,10.78, 0,18, 1,PD
  8,15.96, 0,19, 2,PD
  8,12.77, 1,20, 6,PD
  8, 8.56, 0,21, 2,PD
  8, 8.30, 0,22, 1,PD
  8,20.33, 0,23, 3,PD
